Id,SalePrice
1461,123608.492188
1462,159599.9375
1463,185115.609375
1464,192156.46875
1465,186398.078125
1466,173385.53125
1467,172119.359375
1468,166810.453125
1469,189272.578125
1470,123757.984375
1471,191039.28125
1472,98561.3984375
1473,100809.859375
1474,153702.25
1475,117101.890625
1476,393437.1875
1477,260550.765625
1478,303144.1875
1479,291733.09375
1480,505863.75
1481,303311.0
1482,205519.703125
1483,177744.8125
1484,165832.46875
1485,184546.421875
1486,193189.890625
1487,353167.59375
1488,229909.96875
1489,203926.359375
1490,244565.359375
1491,190332.859375
1492,84664.7421875
1493,189954.84375
1494,296891.53125
1495,278191.03125
1496,239136.9375
1497,188154.296875
1498,165647.078125
1499,164580.4375
1500,153595.53125
1501,176272.359375
1502,154694.625
1503,311736.8125
1504,250529.578125
1505,228383.375
1506,191779.15625
1507,240830.515625
1508,190619.984375
1509,158941.90625
1510,146506.0625
1511,141501.9375
1512,169130.5
1513,135320.109375
1514,164668.328125
1515,215276.4375
1516,155621.0
1517,169358.671875
1518,137816.546875
1519,230315.578125
1520,132741.515625
1521,130253.046875
1522,178455.3125
1523,111525.3125
1524,118661.804688
1525,123943.898438
1526,115995.71875
1527,109822.3125
1528,130562.078125
1529,148072.15625
1530,174236.0
1531,106839.710938
1532,95547.28125
1533,145382.671875
1534,125408.359375
1535,149628.0625
1536,105200.71875
1537,67600.1953125
1538,167433.5625
1539,221978.203125
1540,105171.109375
1541,149166.796875
1542,135347.703125
1543,204810.828125
1544,72872.859375
1545,109412.6875
1546,141480.109375
1547,141877.515625
1548,143493.5
1549,124315.59375
1550,139858.84375
1551,116750.164062
1552,153234.03125
1553,159193.953125
1554,111436.554688
1555,175505.9375
1556,79929.25
1557,105219.335938
1558,98265.546875
1559,78609.2734375
1560,123490.328125
1561,135388.90625
1562,123717.195312
1563,119280.203125
1564,159292.234375
1565,153459.265625
1566,237020.203125
1567,68451.46875
1568,218383.234375
1569,135913.4375
1570,143020.921875
1571,108142.375
1572,143890.484375
1573,253224.484375
1574,115980.351562
1575,237147.359375
1576,239173.390625
1577,197753.578125
1578,148446.90625
1579,151175.171875
1580,189643.390625
1581,161337.140625
1582,124637.789062
1583,319644.0625
1584,226814.015625
1585,139365.1875
1586,73409.296875
1587,99552.234375
1588,152082.546875
1589,96295.5703125
1590,128142.578125
1591,89305.0625
1592,112881.335938
1593,132560.734375
1594,149277.1875
1595,108997.710938
1596,227347.84375
1597,186275.015625
1598,206442.609375
1599,186408.53125
1600,178965.953125
1601,78010.296875
1602,119562.46875
1603,73779.3359375
1604,275034.5625
1605,238168.859375
1606,163573.0
1607,201769.828125
1608,209690.96875
1609,190643.65625
1610,145772.015625
1611,134695.21875
1612,168298.421875
1613,160643.8125
1614,131312.734375
1615,94833.65625
1616,67076.4375
1617,96592.046875
1618,121867.859375
1619,133833.453125
1620,179658.9375
1621,136310.8125
1622,138909.296875
1623,277405.59375
1624,215335.46875
1625,125954.703125
1626,159745.171875
1627,180238.359375
1628,275120.46875
1629,177374.75
1630,365581.59375
1631,224522.78125
1632,240660.640625
1633,176872.234375
1634,188395.578125
1635,176182.0625
1636,156220.90625
1637,190117.1875
1638,199404.421875
1639,182139.703125
1640,258451.171875
1641,176112.828125
1642,228079.765625
1643,226304.390625
1644,238184.59375
1645,198633.234375
1646,157806.40625
1647,156301.5
1648,132184.96875
1649,139651.65625
1650,119053.632812
1651,124860.617188
1652,101851.304688
1653,101318.320312
1654,144400.96875
1655,143838.8125
1656,149649.703125
1657,146212.578125
1658,152079.8125
1659,122849.867188
1660,157899.03125
1661,475820.9375
1662,414245.25
1663,405863.5625
1664,396617.96875
1665,342216.1875
1666,309810.0625
1667,379361.1875
1668,333358.15625
1669,304393.65625
1670,359401.84375
1671,242231.5625
1672,497003.46875
1673,316415.625
1674,242837.96875
1675,183987.140625
1676,188058.359375
1677,212808.796875
1678,504506.65625
1679,398424.90625
1680,332941.1875
1681,263770.21875
1682,300699.5625
1683,174183.421875
1684,172279.75
1685,171029.765625
1686,167046.328125
1687,166719.359375
1688,187997.140625
1689,197928.34375
1690,195893.0625
1691,189059.734375
1692,272003.4375
1693,169149.484375
1694,181980.109375
1695,164283.203125
1696,273123.96875
1697,167361.328125
1698,377458.53125
1699,316227.78125
1700,245215.859375
1701,264258.9375
1702,255946.71875
1703,243979.71875
1704,270809.625
1705,234286.015625
1706,441564.25
1707,220941.53125
1708,208002.84375
1709,287652.40625
1710,225695.46875
1711,249866.9375
1712,270976.25
1713,291081.6875
1714,226135.640625
1715,217856.40625
1716,183861.71875
1717,176229.40625
1718,135746.734375
1719,204199.15625
1720,244436.828125
1721,171588.984375
1722,127567.0
1723,152538.0
1724,224713.171875
1725,239374.296875
1726,188690.171875
1727,160392.5
1728,168693.125
1729,167672.765625
1730,164151.8125
1731,117346.992188
1732,133814.25
1733,116886.742188
1734,123080.492188
1735,128830.382812
1736,115612.726562
1737,334613.6875
1738,222532.09375
1739,279367.59375
1740,250933.484375
1741,202686.84375
1742,168905.90625
1743,171132.65625
1744,300919.0
1745,220293.671875
1746,216102.328125
1747,213669.9375
1748,210784.4375
1749,147493.734375
1750,128897.0
1751,229583.4375
1752,118914.015625
1753,151937.640625
1754,194346.21875
1755,170221.859375
1756,129379.335938
1757,119591.0
1758,143427.359375
1759,160781.125
1760,166185.765625
1761,145530.5
1762,185334.171875
1763,179901.4375
1764,116296.351562
1765,184306.609375
1766,186488.375
1767,226357.5625
1768,149632.703125
1769,174925.765625
1770,153194.5
1771,130052.390625
1772,130843.90625
1773,131393.359375
1774,147997.53125
1775,144618.078125
1776,122998.398438
1777,114582.75
1778,145072.46875
1779,122569.515625
1780,174968.8125
1781,131589.0
1782,95959.3359375
1783,139992.65625
1784,106144.023438
1785,115745.960938
1786,155087.59375
1787,167255.71875
1788,57927.9296875
1789,98865.921875
1790,76830.4921875
1791,196897.34375
1792,157838.71875
1793,135537.8125
1794,154161.265625
1795,124728.9375
1796,124849.523438
1797,117793.484375
1798,129072.765625
1799,115393.679688
1800,139265.328125
1801,129116.226562
1802,130857.132812
1803,152586.359375
1804,141113.75
1805,139117.46875
1806,121261.515625
1807,133774.046875
1808,128777.351562
1809,124862.140625
1810,145533.625
1811,90146.828125
1812,97420.7734375
1813,123407.171875
1814,97092.3125
1815,49790.2070312
1816,99168.546875
1817,111887.195312
1818,155401.453125
1819,122134.515625
1820,41326.7421875
1821,105993.523438
1822,150450.53125
1823,33183.1601562
1824,132869.96875
1825,128053.203125
1826,109353.59375
1827,101876.945312
1828,144453.015625
1829,132684.78125
1830,144253.40625
1831,146370.078125
1832,53155.7617188
1833,147974.859375
1834,119770.984375
1835,139310.265625
1836,122424.484375
1837,86974.2890625
1838,125047.5
1839,83159.375
1840,160971.328125
1841,142971.4375
1842,85561.3125
1843,139054.765625
1844,140881.796875
1845,132949.859375
1846,150154.78125
1847,171406.515625
1848,50389.0546875
1849,116558.195312
1850,120679.46875
1851,156794.390625
1852,124383.03125
1853,130500.453125
1854,175407.328125
1855,143925.984375
1856,218031.59375
1857,161658.296875
1858,134862.578125
1859,124482.515625
1860,141197.8125
1861,122891.429688
1862,308225.9375
1863,301477.875
1864,303971.1875
1865,351944.21875
1866,350321.875
1867,246394.359375
1868,302786.625
1869,200121.40625
1870,238620.40625
1871,260843.40625
1872,172897.46875
1873,231252.265625
1874,140914.03125
1875,204565.703125
1876,191641.265625
1877,214922.09375
1878,204430.53125
1879,129655.484375
1880,133855.90625
1881,233583.875
1882,249840.5
1883,192566.109375
1884,207781.734375
1885,246905.0
1886,313775.5625
1887,205542.421875
1888,278056.59375
1889,159836.828125
1890,118849.046875
1891,131628.71875
1892,102530.9375
1893,132604.078125
1894,122813.78125
1895,141654.9375
1896,128243.492188
1897,113963.398438
1898,116920.125
1899,164214.390625
1900,156169.3125
1901,176549.921875
1902,145513.15625
1903,215734.765625
1904,145732.8125
1905,197572.09375
1906,173953.578125
1907,213776.203125
1908,107236.726562
1909,133847.390625
1910,115588.796875
1911,207911.15625
1912,309779.03125
1913,143638.53125
1914,56680.2304688
1915,338043.84375
1916,60531.9257812
1917,255952.71875
1918,138955.984375
1919,169211.765625
1920,144522.828125
1921,433901.75
1922,344868.6875
1923,213184.15625
1924,217564.3125
1925,199718.5
1926,418081.71875
1927,130842.03125
1928,155676.09375
1929,121747.265625
1930,129364.625
1931,143676.375
1932,134913.265625
1933,189522.765625
1934,175488.140625
1935,168852.609375
1936,188593.0
1937,181215.453125
1938,179350.734375
1939,248596.640625
1940,180207.796875
1941,166258.390625
1942,181516.96875
1943,216486.828125
1944,372018.96875
1945,403168.25
1946,154058.40625
1947,323015.21875
1948,187975.078125
1949,230997.078125
1950,185454.171875
1951,266267.40625
1952,210111.4375
1953,168604.640625
1954,178453.4375
1955,130511.125
1956,289243.90625
1957,158024.484375
1958,301191.8125
1959,131953.015625
1960,118305.773438
1961,122899.578125
1962,98731.78125
1963,107662.15625
1964,109713.5
1965,146510.765625
1966,141377.046875
1967,289790.71875
1968,459662.625
1969,413751.53125
1970,456185.40625
1971,456269.625
1972,390194.1875
1973,254814.84375
1974,326072.0
1975,413581.03125
1976,262013.84375
1977,338816.125
1978,379233.625
1979,319328.875
1980,189549.609375
1981,339816.5
1982,221291.625
1983,207801.921875
1984,164454.75
1985,226198.453125
1986,206594.734375
1987,183821.046875
1988,177151.453125
1989,193612.6875
1990,216093.78125
1991,237399.5
1992,212205.9375
1993,174097.3125
1994,238622.328125
1995,181385.09375
1996,252261.359375
1997,320614.6875
