Id,SalePrice
1461,121217.741376
1462,161665.973507
1463,180101.263043
1464,192262.854711
1465,191398.488327
1466,174293.325857
1467,166887.097204
1468,167249.282672
1469,192542.17579
1470,121235.876604
1471,184639.643631
1472,95431.0697272
1473,93336.3603729
1474,148609.48756
1475,122157.060183
1476,407439.107265
1477,260452.324242
1478,307948.050571
1479,296876.766889
1480,506896.850339
1481,332130.601221
1482,224359.20691
1483,172865.321856
1484,173135.594177
1485,181389.553352
1486,193284.091898
1487,344878.281159
1488,236136.149106
1489,198152.347454
1490,213443.089273
1491,193399.743941
1492,91446.9866132
1493,180985.533539
1494,286053.727591
1495,272795.542593
1496,222025.373724
1497,181420.680472
1498,167356.155037
1499,159845.357165
1500,152908.744549
1501,172202.350543
1502,154615.128317
1503,289276.622222
1504,234310.384281
1505,220941.813947
1506,183690.61635
1507,241824.739193
1508,194319.556336
1509,158749.981735
1510,141975.664598
1511,137182.658156
1512,164375.161704
1513,136324.165321
1514,149235.669973
1515,214515.103532
1516,151121.368919
1517,169349.409645
1518,139572.949606
1519,209415.314365
1520,131818.065699
1521,133049.759198
1522,167642.414119
1523,115829.584593
1524,122547.657559
1525,121755.857164
1526,120263.497709
1527,105232.248586
1528,128836.069039
1529,146718.07752
1530,175713.9815
1531,114401.422462
1532,97062.6321937
1533,136828.112505
1534,121770.716414
1535,151180.643484
1536,109887.835083
1537,71064.0388015
1538,169455.226324
1539,208418.976262
1540,117158.555711
1541,147358.783217
1542,138353.979287
1543,217706.173343
1544,77820.5680261
1545,108972.636605
1546,128997.763967
1547,138812.317648
1548,135078.317541
1549,110206.406477
1550,139381.900449
1551,111844.614353
1552,148936.65434
1553,155958.89316
1554,113337.878758
1555,168103.690463
1556,87439.8928485
1557,96732.3072248
1558,92368.9450581
1559,84948.7745891
1560,129710.003973
1561,136938.016493
1562,130768.047096
1563,119190.049939
1564,157986.477664
1565,145667.723737
1566,224454.697603
1567,68632.6540178
1568,216631.087597
1569,138598.852093
1570,142136.842788
1571,127571.12477
1572,139930.453614
1573,247323.449838
1574,121018.847648
1575,219136.213262
1576,219740.007421
1577,201087.346385
1578,147507.882821
1579,142442.243807
1580,194928.630863
1581,157849.693987
1582,125764.170633
1583,307726.058181
1584,225199.713496
1585,140675.137214
1586,81142.981626
1587,96822.3878274
1588,149236.071269
1589,93645.985493
1590,135401.391464
1591,94297.4260846
1592,125788.499086
1593,125847.553886
1594,150832.836112
1595,108734.372722
1596,238741.273437
1597,185373.03925
1598,206481.891552
1599,183814.912251
1600,183346.556126
1601,74422.7828177
1602,109168.240503
1603,83567.6041864
1604,275299.901454
1605,247188.290681
1606,167743.509841
1607,167737.979326
1608,216564.762414
1609,191598.677917
1610,144626.110534
1611,147394.329242
1612,169301.162458
1613,161341.125896
1614,120975.997533
1615,92688.277025
1616,69353.3480017
1617,94473.6757075
1618,124863.285482
1619,139094.394435
1620,167971.586135
1621,136299.620084
1622,133490.679035
1623,271868.7869
1624,202146.777079
1625,124305.335802
1626,162164.491213
1627,179028.76927
1628,284629.20897
1629,182227.218787
1630,340910.297179
1631,223883.469946
1632,254569.182602
1633,176339.076658
1634,187173.882173
1635,182538.851005
1636,158887.253326
1637,183552.72511
1638,197991.696359
1639,178776.368492
1640,249692.354687
1641,177502.47306
1642,225363.3128
1643,226514.589274
1644,233754.311035
1645,190067.862974
1646,158344.13369
1647,164076.651795
1648,134667.528046
1649,141326.870443
1650,115383.462261
1651,126659.293091
1652,95917.8071421
1653,100437.928366
1654,147734.211877
1655,141638.013897
1656,147274.731092
1657,149154.870842
1658,150225.319574
1659,131394.42941
1660,150908.011715
1661,450512.307026
1662,390224.409356
1663,371999.586431
1664,466982.1434
1665,314970.101196
1666,299415.610183
1667,361815.856738
1668,336535.07346
1669,299154.705849
1670,341574.435092
1671,235343.190089
1672,446854.337873
1673,312066.898419
1674,249761.099207
1675,184544.098263
1676,184403.839269
1677,214002.402146
1678,469990.382876
1679,379265.142199
1680,346534.84182
1681,261208.038906
1682,306755.788013
1683,178440.4954
1684,174897.641422
1685,172230.63348
1686,174112.880881
1687,168421.242035
1688,187622.02811
1689,191002.092435
1690,192514.119199
1691,184674.408661
1692,278984.677195
1693,175598.188668
1694,181908.229545
1695,167470.924041
1696,272031.13345
1697,171622.233102
1698,361326.548077
1699,320153.816697
